Station ID Lat Lon 5th 50th 95th
"Johor Baharu" 248 1.570000 103.870003 65.890800 92.795570 119.700333
"Kuantan" 1589 4.050000 103.550003 63.581074 92.411018 121.240959
"Tioman" 1678 2.870000 104.199997 65.914009 92.935135 119.956253
"Sedili" 1702 2.070000 104.250000 65.914009 92.935135 119.956253
"Kukup" 1677 1.400000 103.529999 64.774918 92.371849 119.968781
"Geting" 1703 6.320000 102.169998 64.743401 91.106186 117.468964
"Ko Lak" 174 11.900000 99.820000 62.612022 88.786469 114.960907
"Hong Kong-B" 333 22.299999 114.220001 62.015545 89.734871 117.454193
"Brisbane" 822 -27.370001 153.169998 69.150040 96.933945 124.717842
"Bundaberg" 1154 -24.770000 152.500000 70.092995 98.199821 126.306656
"Fort Denison" 65 -33.900002 151.320007 69.839447 96.865120 123.890778
"Townsville" 637 -19.250000 146.830002 69.371300 96.132103 122.892906
"Spring Bay" 1216 -42.669998 148.070007 63.612366 95.978554 128.344742
"Kaohsiung" 1356 22.750000 120.330002 65.110443 93.107262 121.104073
"Keelung" 545 25.200001 121.769997 60.374832 91.491409 122.607979
"Nakano Shima" 1105 29.920000 129.919998 64.963074 96.891747 128.820419
"Abashiri" 1104 44.020000 144.279999 59.180145 84.594437 110.008713
"Hamada" 94 34.900002 132.070007 61.749416 87.723129 113.696838
"Toyama" 1389 36.770000 137.229996 61.874104 87.836128 113.798157
"Kushiro" 518 42.970001 144.369995 59.525810 85.397469 111.269127
"Ofunato" 1364 39.020000 141.750000 60.988026 86.453697 111.919357
"Mera" 359 34.919998 139.820007 60.258949 92.395096 124.531242
"Kushimoto" 134 33.480000 135.770004 62.090778 89.408745 116.726707
"Aburatsu" 814 31.580000 131.419998 60.331543 93.946182 127.560829
"Naha" 1151 26.219999 127.669998 65.692612 97.973343 130.254074
"Maisaka" 1089 34.680000 137.619995 60.680389 87.603706 114.527023
"Miyakejima" 1060 34.070000 139.619995 60.258949 92.395096 124.531242
"Hosojima" 133 32.419998 131.679993 57.940601 92.428726 126.916847
"Naze" 887 28.400000 129.630005 65.451744 97.879227 130.306702
"Wakkanai" 1103 45.400002 141.679993 55.676727 88.525047 121.373367
"Nagasaki" 1100 32.730000 129.869995 61.776031 92.581917 123.387802
"Nishinoomote" 1096 30.750000 131.070007 62.621117 94.851265 127.081421
"Hakodate" 813 41.779999 140.720001 61.761772 87.130409 112.499046
"Ishigaki" 1411 24.330000 124.150002 64.809692 95.950081 127.090469
"Manila" 145 14.600000 120.980003 61.731483 89.609161 117.486832
"Legaspi" 522 13.250000 123.830002 63.651169 93.839699 124.028229
"Hachinohe" 460 40.529999 141.529999 60.874771 85.605530 110.336288
"Xiamen" 727 24.450001 118.070000 59.341156 90.242249 121.143341
"Salina Cruz" 689 16.250000 264.769989 63.773502 92.055656 120.337807
"Manzanillo-A" 737 19.080000 255.550003 64.317955 92.566002 120.814049
"Guaymas" 693 27.930000 249.100006 58.473061 87.840012 117.206970
"Marsden Point" 1065 -35.830002 174.500000 69.952774 99.622116 129.291458
"Prince Rupert" 167 54.320000 229.619995 30.873314 56.586014 82.298721
"Tofino" 165 49.180000 233.970001 47.181465 75.472763 103.764069
"San Francisco,CA" 10 37.869999 237.399994 57.708817 87.421555 117.134285
"La Jolla,CA" 256 32.869999 242.679993 56.955696 87.268242 117.580795
"Monterey,CA" 1352 36.650002 238.070007 62.902939 92.669754 122.436569
"Crescent City,CA" 378 41.849998 235.820007 59.619926 89.884346 120.148766
"Port Orford, OR" 1640 42.799999 235.380005 59.643650 89.609024 119.574402
"Neah Bay,WA" 385 48.380001 235.380005 53.231197 79.910248 106.589294
"Sitka,AK" 426 57.070000 224.580002 51.171028 78.830460 106.489883
"Seward-C,AK" 266 60.150002 210.479996 46.438702 76.070946 105.703186
"Seldovia,AK" 1070 59.500000 208.250000 44.548161 77.118256 109.688354
"Valdez,AK" 1353 61.200001 213.529999 38.385017 68.613602 98.842186
"Willapa Bay, WA" 1354 46.779999 235.899994 58.518410 87.196869 115.875328
"Port San Luis, CA" 508 35.270000 239.149994 61.883575 91.556999 121.230408
"Los Angeles,CA" 245 33.750000 241.679993 52.763783 81.863388 110.962997
"San Diego,CA" 158 32.830002 242.769989 56.955696 87.268242 117.580795
"Yakutat,AK" 445 59.680000 220.250000 33.810570 65.526329 97.242096
"Ketchikan,AK" 225 55.330002 228.300003 39.344727 69.706253 100.067780
"Astoria,OR" 265 46.279999 236.230011 58.518410 87.196869 115.875328
"Arena Cove, CA" 2125 39.029999 236.220001 60.134090 89.962898 119.791710
"Sand Point,AK" 1634 55.369999 199.479996 56.263588 89.315483 122.367371
"Charleston,OR" 1269 43.450001 235.630005 60.751915 89.892403 119.032883
"Humboldt Bay, CA" 1639 40.770000 235.779999 60.070206 89.943558 119.816910
"Santa Monica, CA" 377 34.080002 241.500000 52.763783 81.863388 110.962997
"Cordova-B,Alaska" 566 60.630001 214.220001 37.110050 68.156342 99.202629
"South Beach,OR" 1196 44.700001 235.869995 61.472095 89.532173 117.592255
"Puerto Montt" 472 -41.500000 286.929993 37.304722 55.594784 73.884842
"Faraday" 913 -65.250000 295.730011 -44.887295 -6.631666 31.623962
"Port Nolloth" 836 -29.250000 16.870001 68.724403 97.506752 126.289108
"Luderitz" 911 -26.650000 15.150000 68.895416 98.119911 127.344421
"Eastport,ME" 332 44.930000 293.000000 47.702049 87.534561 127.367081
"Boston,MA" 235 42.400002 288.929993 54.345535 97.645775 140.946014
"Woods Hole,MA" 367 41.580002 289.279999 65.496704 105.508171 145.519638
"Nantucket,MA" 1111 41.299999 289.779999 65.496704 105.508171 145.519638
"New London,CT" 429 41.400002 287.880005 73.441170 110.127937 146.814697
"New York,NY" 12 40.700001 285.850006 73.385658 111.548019 149.710388
"Cape May,NJ" 1153 38.980000 284.950012 80.460693 112.924934 145.389175
"Lewes,DE" 224 38.919998 284.850006 80.460693 112.924934 145.389175
"Chesapeake BBT" 1635 36.970001 283.769989 79.114227 115.197716 151.281219
"Wilmington,NC" 396 34.320000 282.019989 74.582329 105.411087 136.239853
"Fort Pulaski,GA" 395 32.029999 279.080017 72.197250 102.719498 133.241745
"Mayport,FL" 316 30.500000 278.429993 73.410057 103.358170 133.306290
"Naples,FL" 1107 26.250000 278.130005 73.804962 102.696190 131.587418
"St. Petersburg, FL" 520 27.850000 277.279999 73.699554 105.088890 136.478241
"Apalachicola,FL" 1193 29.820000 274.880005 72.168068 103.711639 135.255219
"Pensacola,FL" 246 30.430000 272.669983 73.170403 103.913200 134.656006
"Grand Isle,LA" 526 29.379999 269.980011 70.535728 101.248444 131.961151
"Sabine Pass N,TX" 920 29.850000 266.100006 71.178688 102.270699 133.362717
"Galveston,P.Pier" 161 29.320000 265.149994 69.298264 98.853210 128.408142
"Rockport, TX" 538 28.070000 262.830017 71.780991 101.852783 131.924576
"Corpus Cristi,TX" 1903 27.700001 262.779999 71.780991 101.852783 131.924576
"Port Isabel,TX" 497 26.150000 262.649994 71.061646 101.603996 132.146347
"Galveston,Pier 21" 161 29.400000 265.119995 69.298264 98.853210 128.408142
"Rorvik" 1241 64.870003 11.250000 22.996250 54.190487 85.384727
"Tregde" 302 58.000000 7.570000 46.024651 76.794083 107.563522
"Vardo" 524 70.330002 31.100000 28.864065 63.420509 97.976959
"Goteborg-Torsh." 1236 57.700001 11.850000 33.194107 65.110870 97.027626
"Brest" 1 48.380001 355.399994 62.015171 87.371429 112.727692
"Ny-Alesund" 1421 78.930000 11.950000 -56.717098 -6.061023 44.595051
"Marseille" 61 43.380001 5.380000 59.020126 81.523361 104.026604
"Cuxhaven" 7 53.869999 8.720000 55.002785 89.828697 124.654602
"Stockholm" 78 59.400002 18.219999 19.939730 52.106850 84.273972
"La Coruna" 484 43.369999 351.600006 60.717083 88.488632 116.260185
"Malin Head" 916 55.369999 352.670013 46.055229 75.927719 105.800201
"Gedser" 120 54.570000 11.930000 48.520573 85.047081 121.573593
"Hornbaek" 119 56.099998 12.470000 43.235485 77.370697 111.505913
