Station ID Lat Lon 5th 50th 95th
"Limetree Bay" 1447 17.820000 295.220001 31.054455 44.701950 58.349449
"Charlotte Amalie" 1393 18.350000 295.049988 31.086380 45.022449 58.958519
"Bermuda-B" 368 32.430000 295.269989 25.671721 46.234852 66.797981
"Duck Pier,NC" 1636 36.180000 284.130005 36.185726 58.709259 81.232788
"Charleston,SC-B" 234 32.919998 280.000000 28.482384 50.653702 72.825020
"Atlantic City,NJ" 180 39.400002 285.570007 31.697104 58.006798 84.316490
"Cartagena" 572 10.380000 284.470001 27.646425 39.896721 52.147018
"Cristobal" 169 9.400000 279.950012 28.836933 41.147129 53.457325
"Churchill" 447 58.770000 265.820007 -199.239914 -111.688530 -24.137152
"Halifax" 96 44.669998 296.419983 20.492569 48.455051 76.417526
"St. John's-A" 393 47.570000 307.299988 26.327139 50.819695 75.312248
"Montauk,NY" 519 41.180000 287.950012 24.347328 51.060806 77.774284
"Ilha Fiscal,RJ" 1032 -23.020000 316.700012 25.995153 40.613834 55.232517
"Cananeia-A" 726 -25.020000 312.000000 25.308949 40.288403 55.267860
"Buenos Aires" 157 -34.669998 301.500000 21.480837 35.995564 50.510292
"Gibraltar-A" 490 36.130001 354.649994 22.548325 30.366760 38.185196
"Lerwick" 830 60.200001 358.799988 10.600408 30.606911 50.613415
"Newlyn, Cornwall" 202 50.119999 354.380005 25.487923 39.377232 53.266544
"Stornoway" 314 58.279999 353.570007 3.131336 25.355158 47.578979
"Balboa" 163 9.100000 280.369995 29.100245 41.617664 54.135086
"Tumaco" 639 1.820000 281.149994 25.289762 36.666248 48.042732
"Acapulco-A,Gro." 686 16.900000 259.980011 27.524122 41.189777 54.855431
"Ensenada" 795 31.850000 243.369995 27.761837 42.172375 56.582916
"Cendering" 1592 5.400000 103.220001 25.733992 41.485928 57.237862
"Johor Baharu" 248 1.570000 103.870003 27.265274 39.714989 52.164703
"Kuantan" 1589 4.050000 103.550003 24.389433 41.726597 59.063755
"Tioman" 1678 2.870000 104.199997 27.515041 39.961662 52.408283
"Sedili" 1702 2.070000 104.250000 27.515041 39.961662 52.408283
"Kukup" 1677 1.400000 103.529999 26.902481 38.910942 50.919403
"Geting" 1703 6.320000 102.169998 26.226219 38.486576 50.746929
"Ko Lak" 174 11.900000 99.820000 24.906067 37.277317 49.648567
"Hong Kong-B" 333 22.299999 114.220001 24.784363 39.991035 55.197708
"Brisbane" 822 -27.370001 153.169998 28.199635 43.180759 58.161880
"Bundaberg" 1154 -24.770000 152.500000 29.055918 44.461147 59.866379
"Fort Denison" 65 -33.900002 151.320007 26.046921 42.796535 59.546150
"Townsville" 637 -19.250000 146.830002 29.014910 41.647369 54.279827
"Spring Bay" 1216 -42.669998 148.070007 26.708248 42.789902 58.871555
"Kaohsiung" 1356 22.750000 120.330002 26.284821 41.653122 57.021427
"Keelung" 545 25.200001 121.769997 24.280836 40.506741 56.732647
"Nakano Shima" 1105 29.920000 129.919998 25.956911 43.151958 60.347004
"Abashiri" 1104 44.020000 144.279999 22.763977 35.672291 48.580608
"Hamada" 94 34.900002 132.070007 24.055628 36.390175 48.724724
"Toyama" 1389 36.770000 137.229996 24.260572 36.289162 48.317753
"Kushiro" 518 42.970001 144.369995 22.461758 35.589626 48.717495
"Ofunato" 1364 39.020000 141.750000 22.371971 34.790337 47.208702
"Mera" 359 34.919998 139.820007 22.005480 39.485958 56.966434
"Kushimoto" 134 33.480000 135.770004 24.348629 37.894833 51.441036
"Aburatsu" 814 31.580000 131.419998 23.024437 41.975040 60.925640
"Naha" 1151 26.219999 127.669998 26.688408 44.088261 61.488110
"Maisaka" 1089 34.680000 137.619995 23.750980 37.156040 50.561100
"Miyakejima" 1060 34.070000 139.619995 22.005480 39.485958 56.966434
"Hosojima" 133 32.419998 131.679993 22.260708 41.696232 61.131756
"Naze" 887 28.400000 129.630005 26.449881 44.045509 61.641132
"Wakkanai" 1103 45.400002 141.679993 20.413052 38.140430 55.867809
"Nagasaki" 1100 32.730000 129.869995 23.780085 40.258301 56.736519
"Nishinoomote" 1096 30.750000 131.070007 24.594814 42.215282 59.835751
"Hakodate" 813 41.779999 140.720001 23.292080 35.338108 47.384132
"Ishigaki" 1411 24.330000 124.150002 26.814091 43.670940 60.527790
"Manila" 145 14.600000 120.980003 24.675764 37.760334 50.844910
"Legaspi" 522 13.250000 123.830002 24.414425 41.295826 58.177227
"Hachinohe" 460 40.529999 141.529999 23.614031 35.988487 48.362942
"Xiamen" 727 24.450001 118.070000 23.169168 39.836533 56.503891
"Salina Cruz" 689 16.250000 264.769989 27.222612 41.307030 55.391441
"Manzanillo-A" 737 19.080000 255.550003 28.134066 41.583954 55.033844
"Guaymas" 693 27.930000 249.100006 24.315226 38.363777 52.412331
"Marsden Point" 1065 -35.830002 174.500000 27.460245 44.246502 61.032761
"Prince Rupert" 167 54.320000 229.619995 -0.244008 13.122183 26.488377
"Tofino" 165 49.180000 233.970001 16.509386 30.144268 43.779148
"San Francisco,CA" 10 37.869999 237.399994 21.901064 37.699364 53.497665
"La Jolla,CA" 256 32.869999 242.679993 19.336330 35.827438 52.318550
"Monterey,CA" 1352 36.650002 238.070007 26.365849 41.764702 57.163548
"Crescent City,CA" 378 41.849998 235.820007 25.374014 41.330643 57.287277
"Port Orford, OR" 1640 42.799999 235.380005 26.207792 41.572155 56.936516
"Neah Bay,WA" 385 48.380001 235.380005 21.214224 35.112835 49.011444
"Sitka,AK" 426 57.070000 224.580002 20.547468 33.821823 47.096176
"Seward-C,AK" 266 60.150002 210.479996 14.177209 30.777407 47.377605
"Seldovia,AK" 1070 59.500000 208.250000 11.630970 31.197199 50.763428
"Valdez,AK" 1353 61.200001 213.529999 7.839581 25.087093 42.334606
"Willapa Bay, WA" 1354 46.779999 235.899994 26.399315 41.077675 55.756039
"Port San Luis, CA" 508 35.270000 239.149994 25.338247 40.452824 55.567394
"Los Angeles,CA" 245 33.750000 241.679993 14.492929 31.207348 47.921764
"San Diego,CA" 158 32.830002 242.769989 19.336330 35.827438 52.318550
"Yakutat,AK" 445 59.680000 220.250000 3.240898 22.536491 41.832085
"Ketchikan,AK" 225 55.330002 228.300003 9.007438 25.592220 42.177002
"Astoria,OR" 265 46.279999 236.230011 26.399315 41.077675 55.756039
"Arena Cove, CA" 2125 39.029999 236.220001 24.220690 40.038960 55.857231
"Sand Point,AK" 1634 55.369999 199.479996 18.742470 38.622631 58.502792
"Charleston,OR" 1269 43.450001 235.630005 28.470480 42.426003 56.381523
"Humboldt Bay, CA" 1639 40.770000 235.779999 25.082033 41.064041 57.046051
"Santa Monica, CA" 377 34.080002 241.500000 14.492929 31.207348 47.921764
"Cordova-B,Alaska" 566 60.630001 214.220001 6.307174 24.563330 42.819489
"South Beach,OR" 1196 44.700001 235.869995 29.983801 42.608360 55.232918
"Puerto Montt" 472 -41.500000 286.929993 17.530439 28.079102 38.627762
"Faraday" 913 -65.250000 295.730011 -28.271507 -2.081704 24.108101
"Port Nolloth" 836 -29.250000 16.870001 28.705254 43.038803 57.372356
"Luderitz" 911 -26.650000 15.150000 29.182785 43.676659 58.170532
"Eastport,ME" 332 44.930000 293.000000 -1.732323 29.037392 59.807110
"Boston,MA" 235 42.400002 288.929993 6.220186 40.681381 75.142578
"Woods Hole,MA" 367 41.580002 289.279999 16.925222 48.151035 79.376846
"Nantucket,MA" 1111 41.299999 289.779999 16.925222 48.151035 79.376846
"New London,CT" 429 41.400002 287.880005 24.347328 51.060806 77.774284
"New York,NY" 12 40.700001 285.850006 27.191601 54.749741 82.307877
"Cape May,NJ" 1153 38.980000 284.950012 34.951878 55.082626 75.213371
"Lewes,DE" 224 38.919998 284.850006 34.951878 55.082626 75.213371
"Chesapeake BBT" 1635 36.970001 283.769989 36.185726 58.709259 81.232788
"Wilmington,NC" 396 34.320000 282.019989 29.967731 49.916592 69.865456
"Fort Pulaski,GA" 395 32.029999 279.080017 28.082096 48.245052 68.408005
"Mayport,FL" 316 30.500000 278.429993 29.682716 48.920914 68.159119
"Naples,FL" 1107 26.250000 278.130005 32.682674 47.185776 61.688877
"St. Petersburg, FL" 520 27.850000 277.279999 32.200176 49.667274 67.134377
"Apalachicola,FL" 1193 29.820000 274.880005 30.514097 48.945351 67.376602
"Pensacola,FL" 246 30.430000 272.669983 31.737104 49.662659 67.588211
"Grand Isle,LA" 526 29.379999 269.980011 31.449518 49.089348 66.729179
"Sabine Pass N,TX" 920 29.850000 266.100006 31.028748 47.728474 64.428200
"Galveston,P.Pier" 161 29.320000 265.149994 29.021996 44.513184 60.004372
"Rockport, TX" 538 28.070000 262.830017 32.201115 47.532501 62.863888
"Corpus Cristi,TX" 1903 27.700001 262.779999 32.201115 47.532501 62.863888
"Port Isabel,TX" 497 26.150000 262.649994 32.460930 47.462318 62.463715
"Galveston,Pier 21" 161 29.400000 265.119995 29.021996 44.513184 60.004372
"Rorvik" 1241 64.870003 11.250000 -17.345032 4.442125 26.229282
"Tregde" 302 58.000000 7.570000 2.619097 24.397511 46.175922
"Vardo" 524 70.330002 31.100000 -10.806828 12.819618 36.446064
"Goteborg-Torsh." 1236 57.700001 11.850000 -7.316640 14.475797 36.268234
"Brest" 1 48.380001 355.399994 25.797609 39.304386 52.811157
"Ny-Alesund" 1421 78.930000 11.950000 -56.510780 -23.755941 8.998903
"Marseille" 61 43.380001 5.380000 26.392544 34.877571 43.362598
"Cuxhaven" 7 53.869999 8.720000 10.582105 37.242531 63.902962
"Stockholm" 78 59.400002 18.219999 -23.080849 -0.615851 21.849148
"La Coruna" 484 43.369999 351.600006 23.999445 38.808090 53.616734
"Malin Head" 916 55.369999 352.670013 5.491154 26.340889 47.190624
"Gedser" 120 54.570000 11.930000 6.995711 34.019562 61.043419
"Hornbaek" 119 56.099998 12.470000 -1.048608 24.134882 49.318375
