Station ID Lat Lon 5th 50th 95th
"Simon's Town" 826 -34.180000 18.430000 16.242208 23.173485 30.104763
"Fernandina Beach" 112 30.719999 278.529999 16.640265 27.510559 38.380856
"Key West,FL" 188 24.580000 278.119995 18.114981 26.021294 33.927605
"San Juan,PR" 1001 18.549999 293.880005 15.380991 22.816082 30.251173
"Magueyes Island,PR" 759 18.020000 292.830017 15.677023 23.000675 30.324327
"Portland,ME" 183 43.720001 289.630005 0.632595 20.717251 40.801907
"Newport,RI" 351 41.549999 288.580017 8.596495 27.027828 45.459160
"Limetree Bay" 1447 17.820000 295.220001 16.309330 23.098614 29.887897
"Charlotte Amalie" 1393 18.350000 295.049988 16.274818 23.306921 30.339024
"Bermuda-B" 368 32.430000 295.269989 12.414742 23.756746 35.098751
"Duck Pier,NC" 1636 36.180000 284.130005 18.857994 32.844315 46.830635
"Charleston,SC-B" 234 32.919998 280.000000 16.069401 28.292089 40.514778
"Atlantic City,NJ" 180 39.400002 285.570007 17.058281 32.684956 48.311626
"Cartagena" 572 10.380000 284.470001 15.775764 22.106991 28.438219
"Cristobal" 169 9.400000 279.950012 16.414446 22.621248 28.828053
"Churchill" 447 58.770000 265.820007 -114.797401 -64.094101 -13.390798
"Halifax" 96 44.669998 296.419983 12.074104 28.755209 45.436314
"St. John's-A" 393 47.570000 307.299988 15.205412 29.893013 44.580616
"Montauk,NY" 519 41.180000 287.950012 14.504512 30.009708 45.514904
"Ilha Fiscal,RJ" 1032 -23.020000 316.700012 13.651917 21.133478 28.615040
"Cananeia-A" 726 -25.020000 312.000000 12.968252 20.886433 28.804611
"Buenos Aires" 157 -34.669998 301.500000 10.967393 19.036446 27.105499
"Gibraltar-A" 490 36.130001 354.649994 12.486957 16.808578 21.130199
"Lerwick" 830 60.200001 358.799988 6.043058 18.262922 30.482786
"Newlyn, Cornwall" 202 50.119999 354.380005 13.364688 21.645313 29.925940
"Stornoway" 314 58.279999 353.570007 1.007752 14.470572 27.933390
"Balboa" 163 9.100000 280.369995 16.956461 23.281990 29.607519
"Tumaco" 639 1.820000 281.149994 10.947308 17.796412 24.645515
"Acapulco-A,Gro." 686 16.900000 259.980011 11.638406 19.553770 27.469135
"Ensenada" 795 31.850000 243.369995 12.024040 20.725895 29.427752
"Cendering" 1592 5.400000 103.220001 11.959324 20.724583 29.489841
"Johor Baharu" 248 1.570000 103.870003 12.193950 19.364880 26.535809
"Kuantan" 1589 4.050000 103.550003 11.594289 20.982452 30.370617
"Tioman" 1678 2.870000 104.199997 12.359166 19.629496 26.899824
"Sedili" 1702 2.070000 104.250000 12.359166 19.629496 26.899824
"Kukup" 1677 1.400000 103.529999 12.360052 19.238033 26.116016
"Geting" 1703 6.320000 102.169998 11.503586 19.073536 26.643484
"Ko Lak" 174 11.900000 99.820000 10.954240 18.592476 26.230711
"Hong Kong-B" 333 22.299999 114.220001 11.944728 20.226870 28.509008
"Brisbane" 822 -27.370001 153.169998 13.942311 21.927135 29.911959
"Bundaberg" 1154 -24.770000 152.500000 14.093682 22.782713 31.471745
"Fort Denison" 65 -33.900002 151.320007 13.441456 22.328407 31.215361
"Townsville" 637 -19.250000 146.830002 13.440815 21.295408 29.150003
"Spring Bay" 1216 -42.669998 148.070007 12.777376 22.616976 32.456577
"Kaohsiung" 1356 22.750000 120.330002 12.856703 21.432547 30.008394
"Keelung" 545 25.200001 121.769997 11.290814 21.258097 31.225378
"Nakano Shima" 1105 29.920000 129.919998 12.534170 23.239473 33.944775
"Abashiri" 1104 44.020000 144.279999 9.489324 16.970787 24.452253
"Hamada" 94 34.900002 132.070007 11.795896 18.763649 25.731403
"Toyama" 1389 36.770000 137.229996 11.992255 18.643007 25.293758
"Kushiro" 518 42.970001 144.369995 9.360473 17.089437 24.818401
"Ofunato" 1364 39.020000 141.750000 10.646338 17.767843 24.889351
"Mera" 359 34.919998 139.820007 10.458405 20.681692 30.904982
"Kushimoto" 134 33.480000 135.770004 11.828555 19.658062 27.487570
"Aburatsu" 814 31.580000 131.419998 10.634434 22.064970 33.495506
"Naha" 1151 26.219999 127.669998 12.396862 23.821148 35.245434
"Maisaka" 1089 34.680000 137.619995 10.872375 19.096157 27.319939
"Miyakejima" 1060 34.070000 139.619995 10.458405 20.681692 30.904982
"Hosojima" 133 32.419998 131.679993 10.020156 21.691700 33.363247
"Naze" 887 28.400000 129.630005 12.563231 23.888010 35.212791
"Wakkanai" 1103 45.400002 141.679993 8.354914 19.302078 30.249241
"Nagasaki" 1100 32.730000 129.869995 11.941322 21.181362 30.421400
"Nishinoomote" 1096 30.750000 131.070007 11.832205 22.519728 33.207253
"Hakodate" 813 41.779999 140.720001 9.834410 17.423801 25.013193
"Ishigaki" 1411 24.330000 124.150002 12.164507 23.106710 34.048916
"Manila" 145 14.600000 120.980003 9.755839 18.470205 27.184570
"Legaspi" 522 13.250000 123.830002 10.235145 20.517824 30.800503
"Hachinohe" 460 40.529999 141.529999 11.264180 18.032467 24.800755
"Xiamen" 727 24.450001 118.070000 10.617179 20.526857 30.436537
"Salina Cruz" 689 16.250000 264.769989 11.654051 19.755680 27.857309
"Manzanillo-A" 737 19.080000 255.550003 12.024992 19.766771 27.508551
"Guaymas" 693 27.930000 249.100006 9.605968 17.806532 26.007095
"Marsden Point" 1065 -35.830002 174.500000 15.647653 25.098818 34.549984
"Prince Rupert" 167 54.320000 229.619995 -5.218290 3.052937 11.324164
"Tofino" 165 49.180000 233.970001 5.167143 13.307595 21.448048
"San Francisco,CA" 10 37.869999 237.399994 8.468724 18.027267 27.585810
"La Jolla,CA" 256 32.869999 242.679993 8.295553 17.465595 26.635637
"Monterey,CA" 1352 36.650002 238.070007 10.777741 20.256674 29.735607
"Crescent City,CA" 378 41.849998 235.820007 10.286346 19.884506 29.482666
"Port Orford, OR" 1640 42.799999 235.380005 10.771820 19.974136 29.176453
"Neah Bay,WA" 385 48.380001 235.380005 7.785675 16.287800 24.789923
"Sitka,AK" 426 57.070000 224.580002 6.650948 15.131211 23.611473
"Seward-C,AK" 266 60.150002 210.479996 2.737869 13.376559 24.015251
"Seldovia,AK" 1070 59.500000 208.250000 1.654845 13.369576 25.084305
"Valdez,AK" 1353 61.200001 213.529999 -0.485395 10.318230 21.121855
"Willapa Bay, WA" 1354 46.779999 235.899994 10.729981 19.808413 28.886847
"Port San Luis, CA" 508 35.270000 239.149994 10.360762 19.644293 28.927824
"Los Angeles,CA" 245 33.750000 241.679993 6.661063 15.075265 23.489466
"San Diego,CA" 158 32.830002 242.769989 8.295553 17.465595 26.635637
"Yakutat,AK" 445 59.680000 220.250000 -3.009996 8.744162 20.498320
"Ketchikan,AK" 225 55.330002 228.300003 1.186392 10.690989 20.195585
"Astoria,OR" 265 46.279999 236.230011 10.729981 19.808413 28.886847
"Arena Cove, CA" 2125 39.029999 236.220001 9.576510 19.099579 28.622648
"Sand Point,AK" 1634 55.369999 199.479996 5.382635 17.913265 30.443895
"Charleston,OR" 1269 43.450001 235.630005 12.152245 20.632870 29.113493
"Humboldt Bay, CA" 1639 40.770000 235.779999 10.288440 19.805540 29.322641
"Santa Monica, CA" 377 34.080002 241.500000 6.661063 15.075265 23.489466
"Cordova-B,Alaska" 566 60.630001 214.220001 -0.769637 10.239885 21.249407
"South Beach,OR" 1196 44.700001 235.869995 13.140443 20.814840 28.489239
"Puerto Montt" 472 -41.500000 286.929993 7.620835 13.379487 19.138140
"Faraday" 913 -65.250000 295.730011 -11.124332 3.736954 18.598240
"Port Nolloth" 836 -29.250000 16.870001 15.900620 22.380306 28.859991
"Luderitz" 911 -26.650000 15.150000 16.087622 22.920416 29.753212
"Eastport,ME" 332 44.930000 293.000000 -0.692356 17.489244 35.670845
"Boston,MA" 235 42.400002 288.929993 1.819576 22.362122 42.904671
"Woods Hole,MA" 367 41.580002 289.279999 8.596495 27.027828 45.459160
"Nantucket,MA" 1111 41.299999 289.779999 8.596495 27.027828 45.459160
"New London,CT" 429 41.400002 287.880005 14.504512 30.009708 45.514904
"New York,NY" 12 40.700001 285.850006 14.928147 31.378773 47.829399
"Cape May,NJ" 1153 38.980000 284.950012 20.714088 31.928596 43.143101
"Lewes,DE" 224 38.919998 284.850006 20.714088 31.928596 43.143101
"Chesapeake BBT" 1635 36.970001 283.769989 18.857994 32.844315 46.830635
"Wilmington,NC" 396 34.320000 282.019989 16.884268 28.465063 40.045856
"Fort Pulaski,GA" 395 32.029999 279.080017 15.581608 27.177933 38.774258
"Mayport,FL" 316 30.500000 278.429993 16.640265 27.510559 38.380856
"Naples,FL" 1107 26.250000 278.130005 17.475456 26.604473 35.733490
"St. Petersburg, FL" 520 27.850000 277.279999 17.771164 27.472914 37.174664
"Apalachicola,FL" 1193 29.820000 274.880005 16.326088 26.928524 37.530960
"Pensacola,FL" 246 30.430000 272.669983 16.382990 27.126541 37.870094
"Grand Isle,LA" 526 29.379999 269.980011 16.841248 26.857370 36.873493
"Sabine Pass N,TX" 920 29.850000 266.100006 16.231260 26.325420 36.419579
"Galveston,P.Pier" 161 29.320000 265.149994 14.703724 25.099924 35.496124
"Rockport, TX" 538 28.070000 262.830017 17.558054 26.103630 34.649208
"Corpus Cristi,TX" 1903 27.700001 262.779999 17.558054 26.103630 34.649208
"Port Isabel,TX" 497 26.150000 262.649994 17.804268 25.996002 34.187737
"Galveston,Pier 21" 161 29.400000 265.119995 14.703724 25.099924 35.496124
"Rorvik" 1241 64.870003 11.250000 -9.389971 3.021337 15.432644
"Tregde" 302 58.000000 7.570000 0.807990 14.283434 27.758879
"Vardo" 524 70.330002 31.100000 -4.934896 7.964075 20.863047
"Goteborg-Torsh." 1236 57.700001 11.850000 -6.162755 7.694858 21.552471
"Brest" 1 48.380001 355.399994 13.087127 21.153494 29.219862
"Ny-Alesund" 1421 78.930000 11.950000 -36.702114 -16.664480 3.373155
"Marseille" 61 43.380001 5.380000 14.068933 19.205370 24.341808
"Cuxhaven" 7 53.869999 8.720000 5.462032 21.244059 37.026085
"Stockholm" 78 59.400002 18.219999 -16.202820 -0.248879 15.705061
"La Coruna" 484 43.369999 351.600006 12.917325 21.072134 29.226944
"Malin Head" 916 55.369999 352.670013 3.003809 15.454836 27.905863
"Gedser" 120 54.570000 11.930000 2.182223 18.613512 35.044800
"Hornbaek" 119 56.099998 12.470000 0.569288 14.554976 28.540665
