Station ID Lat Lon 5th 50th 95th
"Mera" 359 34.919998 139.820007 33.949089 54.127747 74.306404
"Kushimoto" 134 33.480000 135.770004 36.064243 52.190964 68.317688
"Aburatsu" 814 31.580000 131.419998 34.466389 56.174042 77.881691
"Naha" 1151 26.219999 127.669998 39.304905 59.781509 80.258118
"Maisaka" 1089 34.680000 137.619995 34.937836 50.739433 66.541031
"Miyakejima" 1060 34.070000 139.619995 33.949089 54.127747 74.306404
"Hosojima" 133 32.419998 131.679993 32.692360 54.880299 77.068237
"Naze" 887 28.400000 129.630005 38.835579 59.599800 80.364021
"Wakkanai" 1103 45.400002 141.679993 31.034046 51.985664 72.937279
"Nagasaki" 1100 32.730000 129.869995 35.560757 54.907036 74.253311
"Nishinoomote" 1096 30.750000 131.070007 36.343529 56.881706 77.419891
"Hakodate" 813 41.779999 140.720001 35.987083 50.533955 65.080833
"Ishigaki" 1411 24.330000 124.150002 38.912056 58.620243 78.328430
"Manila" 145 14.600000 120.980003 37.386559 52.969940 68.553314
"Legaspi" 522 13.250000 123.830002 37.739296 56.287777 74.836258
"Hachinohe" 460 40.529999 141.529999 35.297142 49.473034 63.648926
"Xiamen" 727 24.450001 118.070000 34.810051 54.062210 73.314369
"Salina Cruz" 689 16.250000 264.769989 38.658291 55.030327 71.402367
"Manzanillo-A" 737 19.080000 255.550003 39.514835 55.206001 70.897171
"Guaymas" 693 27.930000 249.100006 35.315926 51.417892 67.519859
"Marsden Point" 1065 -35.830002 174.500000 40.421600 60.184849 79.948090
"Prince Rupert" 167 54.320000 229.619995 9.809479 24.735170 39.660862
"Tofino" 165 49.180000 233.970001 26.030170 41.688675 57.347179
"San Francisco,CA" 10 37.869999 237.399994 33.043808 50.545479 68.047150
"La Jolla,CA" 256 32.869999 242.679993 31.191973 49.300831 67.409691
"Monterey,CA" 1352 36.650002 238.070007 37.716640 55.067402 72.418167
"Crescent City,CA" 378 41.849998 235.820007 35.838326 53.897442 71.956558
"Port Orford, OR" 1640 42.799999 235.380005 36.256920 53.832859 71.408798
"Neah Bay,WA" 385 48.380001 235.380005 31.050222 46.821449 62.592674
"Sitka,AK" 426 57.070000 224.580002 29.503664 44.923134 60.342598
"Seward-C,AK" 266 60.150002 210.479996 23.550297 41.975391 60.400486
"Seldovia,AK" 1070 59.500000 208.250000 21.001131 42.204464 63.407795
"Valdez,AK" 1353 61.200001 213.529999 17.019157 35.961449 54.903740
"Willapa Bay, WA" 1354 46.779999 235.899994 36.142807 52.884628 69.626442
"Port San Luis, CA" 508 35.270000 239.149994 36.757290 53.888256 71.019218
"Los Angeles,CA" 245 33.750000 241.679993 26.379622 44.812695 63.245766
"San Diego,CA" 158 32.830002 242.769989 31.191973 49.300831 67.409691
"Yakutat,AK" 445 59.680000 220.250000 12.737182 33.328751 53.920319
"Ketchikan,AK" 225 55.330002 228.300003 17.940020 36.482769 55.025517
"Astoria,OR" 265 46.279999 236.230011 36.142807 52.884628 69.626442
"Arena Cove, CA" 2125 39.029999 236.220001 35.347782 52.899372 70.450958
"Sand Point,AK" 1634 55.369999 199.479996 30.066685 51.584976 73.103271
"Charleston,OR" 1269 43.450001 235.630005 38.236595 54.619228 71.001862
"Humboldt Bay, CA" 1639 40.770000 235.779999 35.785885 53.685387 71.584885
"Santa Monica, CA" 377 34.080002 241.500000 26.379622 44.812695 63.245766
"Cordova-B,Alaska" 566 60.630001 214.220001 15.939138 35.514153 55.089165
"South Beach,OR" 1196 44.700001 235.869995 39.507885 54.566711 69.625542
"Puerto Montt" 472 -41.500000 286.929993 23.070976 35.414551 47.758121
"Faraday" 913 -65.250000 295.730011 -30.134666 -1.444852 27.244961
"Port Nolloth" 836 -29.250000 16.870001 41.597992 58.097626 74.597260
"Luderitz" 911 -26.650000 15.150000 42.047230 58.614548 75.181870
"Eastport,ME" 332 44.930000 293.000000 14.398199 45.656979 76.915756
"Boston,MA" 235 42.400002 288.929993 21.236259 55.930954 90.625648
"Woods Hole,MA" 367 41.580002 289.279999 32.765705 63.465424 94.165138
"Nantucket,MA" 1111 41.299999 289.779999 32.765705 63.465424 94.165138
"New London,CT" 429 41.400002 287.880005 41.242241 67.915298 94.588348
"New York,NY" 12 40.700001 285.850006 40.213428 68.816025 97.418617
"Cape May,NJ" 1153 38.980000 284.950012 51.582932 71.683624 91.784309
"Lewes,DE" 224 38.919998 284.850006 51.582932 71.683624 91.784309
"Chesapeake BBT" 1635 36.970001 283.769989 50.233894 73.974144 97.714394
"Wilmington,NC" 396 34.320000 282.019989 44.653633 66.243393 87.833153
"Fort Pulaski,GA" 395 32.029999 279.080017 42.965542 64.168701 85.371864
"Mayport,FL" 316 30.500000 278.429993 44.143833 64.570183 84.996536
"Naples,FL" 1107 26.250000 278.130005 45.335068 62.785236 80.235413
"St. Petersburg, FL" 520 27.850000 277.279999 45.353127 64.921944 84.490761
"Apalachicola,FL" 1193 29.820000 274.880005 43.602497 64.006165 84.409828
"Pensacola,FL" 246 30.430000 272.669983 44.475185 64.477386 84.479591
"Grand Isle,LA" 526 29.379999 269.980011 43.230610 62.598366 81.966118
"Sabine Pass N,TX" 920 29.850000 266.100006 43.439014 62.709850 81.980690
"Galveston,P.Pier" 161 29.320000 265.149994 41.637360 60.355873 79.074387
"Rockport, TX" 538 28.070000 262.830017 44.425251 62.179607 79.933968
"Corpus Cristi,TX" 1903 27.700001 262.779999 44.425251 62.179607 79.933968
"Port Isabel,TX" 497 26.150000 262.649994 44.349773 62.052010 79.754250
"Galveston,Pier 21" 161 29.400000 265.119995 41.637360 60.355873 79.074387
"Rorvik" 1241 64.870003 11.250000 -3.786282 18.959887 41.706055
"Tregde" 302 58.000000 7.570000 16.570091 39.418648 62.267208
"Vardo" 524 70.330002 31.100000 2.075827 27.492804 52.909779
"Goteborg-Torsh." 1236 57.700001 11.850000 5.688028 28.723154 51.758278
"Brest" 1 48.380001 355.399994 36.977219 52.219780 67.462334
"Ny-Alesund" 1421 78.930000 11.950000 -57.168526 -20.830873 15.506779
"Marseille" 61 43.380001 5.380000 37.050220 47.966801 58.883381
"Cuxhaven" 7 53.869999 8.720000 24.564999 52.325260 80.085526
"Stockholm" 78 59.400002 18.219999 -9.703882 14.886095 39.476074
"La Coruna" 484 43.369999 351.600006 34.512581 52.045105 69.577637
"Malin Head" 916 55.369999 352.670013 18.721182 40.477207 62.233234
"Gedser" 120 54.570000 11.930000 19.309891 47.757736 76.205582
"Hornbaek" 119 56.099998 12.470000 12.854847 39.359585 65.864326
