UHAWAII_ID	PSMSL_ID	Site	Basin	Lat	Lon	Region	GPD_Record_Start	GPD_Record_End	Annual_Trend	Trend_Start	Trend_End	Lambda	Q99	Shape50	Shape5	Shape95	Scale50	Scale5	Scale95	Vshape	Vscale	Vscaleshape
331a	822	Brisbane	pacific	-27.37	153.17	Australia	1984	2016	3.294451872	1984	2016	1.969574415	0.480986209	-0.108098821	-0.326495478	0.110297837	0.065596936	0.04424557	0.086948301	0.012416403	0.000118674	-0.000911235
332a	1154	Bundaberg	pacific	-24.77	152.5	Australia	1984	2016	3.492981283	1984	2016	1.605960677	0.669084395	0.13015872	-0.077899409	0.33821685	0.071153899	0.047084848	0.09522295	0.011268684	0.000150807	-0.000604004
333a	65	Fort Denison	pacific	-33.9	151.32	Australia	1965	2015	1.077348669	1965	2015	1.647125141	0.444505724	-0.141536809	-0.288893574	0.005819957	0.079246235	0.058816355	0.099676115	0.005652544	0.000108651	-0.000562468
334a	637	Townsville	pacific	-19.25	146.83	Australia	1984	2016	3.299131016	1984	2016	1.393852663	0.875246583	-0.227620333	-0.530895451	0.075654785	0.152351263	0.089326942	0.215375585	0.023942935	0.001033999	-0.00423003
335a	1216	Spring Bay	pacific	-42.67	148.07	Australia	1985	2016	2.803877831	1985	2016	2	0.380104359	-0.150320207	-0.430241747	0.129601334	0.077078273	0.048549529	0.105607017	0.020397477	0.00021187	-0.001726432
340a	1356	Kaohsiung	pacific	22.75	120.33	Republic of China	1980	2016	0.114060459	1980	2016	1.54045505	0.384340313	0.03285207	-0.272087504	0.337791644	0.066207082	0.039716016	0.092698149	0.024206466	0.000182685	-0.00156219
341a	545	Keelung	pacific	25.2	121.77	Republic of China	1980	2016	2.829126656	1980	2016	1.621531632	0.329601978	0.094785374	-0.191862238	0.381432985	0.106994035	0.066174988	0.147813083	0.021389492	0.00043374	-0.002102996
345a	1105	Nakano Shima	pacific	29.92	129.92	Japan	1984	2015	3.521994135	1984	2015	1.78125	0.502742769	0.117457874	-0.170397744	0.405313491	0.068224684	0.04187592	0.094573449	0.021570154	0.000180728	-0.001313718
347a	1104	Abashiri	pacific	44.02	144.28	Japan	1968	2016	2.028855368	1968	2016	2.040730808	0.42724973	-0.148729226	-0.311028056	0.013569605	0.086357434	0.064535597	0.108179272	0.006857007	0.000123961	-0.000701349
348a	94	Hamada	pacific	34.9	132.07	Japan	1984	2016	5.086229947	1984	2016	2.06047785	0.367039874	0.051176698	-0.237264104	0.339617501	0.079147449	0.049594645	0.108700253	0.021657943	0.000227353	-0.001650829
349a	1389	Toyama	pacific	36.77	137.23	Japan	1967	2016	2.896428571	1967	2016	1.859949077	0.319817509	0.01761644	-0.198265092	0.233497973	0.049211196	0.034638902	0.063783489	0.012132067	5.53E-05	-0.000586831
350a	518	Kushiro	pacific	42.97	144.37	Japan	1963	2016	8.369308938	1963	2016	2.685117116	0.305087456	-0.052749691	-0.209271379	0.103771997	0.072568046	0.056202704	0.088933388	0.006377535	6.97E-05	-0.000487547
351a	1364	Ofunato	pacific	39.02	141.75	Japan	1965	2016	3.471599467	1965	2016	2.211538462	0.327052415	-0.023840725	-0.178079067	0.130397617	0.061057562	0.046469352	0.075645772	0.006192821	5.54E-05	-0.000390164
352a	359	Mera	pacific	34.92	139.82	Japan	1965	2016	4.214649364	1965	2016	2.25	0.348398171	0.117558477	-0.075903855	0.311020809	0.064253718	0.047288129	0.081219306	0.009743089	7.49E-05	-0.000553501
353a	134	Kushimoto	pacific	33.48	135.77	Japan	1961	2016	4.259303561	1961	2016	1.642857143	0.443878994	-0.117961057	-0.351182051	0.115259936	0.096035613	0.066357726	0.125713501	0.014159213	0.000229282	-0.001467968
354a	814	Aburatsu	pacific	31.58	131.42	Japan	1961	2016	2.315208476	1961	2016	1.517857143	0.491273552	0.051599601	-0.171194007	0.274393209	0.111900402	0.077470596	0.146330209	0.012921391	0.000308584	-0.001374169
355a	1151	Naha	pacific	26.22	127.67	Japan	1966	2016	2.152941176	1966	2016	1.529391239	0.49054409	0.055428735	-0.155191485	0.266048956	0.073646465	0.051143556	0.096149374	0.011547925	0.00013182	-0.000794805
356a	1089	Maisaka	pacific	34.68	137.62	Japan	1968	2016	-1.618625306	1968	2016	1.918286959	0.347657052	0.224917888	-0.063633973	0.513469749	0.097269997	0.063295197	0.131244797	0.021674624	0.000300481	-0.001822702
357a	1060	Miyakejima	pacific	34.07	139.62	Japan	1964	2015	7.499402373	1964	2015	1.307692308	0.594640809	0.119810943	-0.114791337	0.354413223	0.082482818	0.055047651	0.109917985	0.014327429	0.000195938	-0.001018608
358a	133	Hosojima	pacific	32.42	131.68	Japan	1933	1975	0.520007716	1933	1975	1.53495702	0.491883117	0.068830903	-0.187302196	0.324964002	0.105653277	0.068528187	0.142778366	0.01707793	0.000358789	-0.001686152
359a	887	Naze	pacific	28.4	129.63	Japan	1957	2015	2.94394067	1957	2015	1.52547682	0.510319875	0.11156412	-0.125479885	0.348608125	0.068812782	0.047245676	0.090379887	0.014627219	0.000121084	-0.000911176
360a	1103	Wakkanai	pacific	45.4	141.68	Japan	1967	2016	2.727923169	1967	2016	2.839922247	0.30794829	0.154869203	-0.041339445	0.351077851	0.051871539	0.038669575	0.065073502	0.01002167	4.54E-05	-0.000454033
362a	1100	Nagasaki	pacific	32.73	129.87	Japan	1985	2016	3.864186217	1985	2016	1.59375	0.655295769	-0.098470133	-0.303258891	0.106318625	0.071559288	0.047156219	0.095962358	0.01091732	0.000155022	-0.000904578
363a	1096	Nishinoomote	pacific	30.75	131.07	Japan	1965	2015	2.509003601	1965	2015	1.49025608	0.497147284	-0.031294562	-0.248583611	0.185994486	0.079449446	0.054626463	0.104272429	0.012290781	0.000160403	-0.001007736
364a	813	Hakodate	pacific	41.78	140.72	Japan	1964	2016	-0.558980522	1964	2016	2.792344646	0.303068484	-0.165574531	-0.343999431	0.012850369	0.068588876	0.052214262	0.084963491	0.008287332	6.98E-05	-0.000632071
365a	1411	Ishigaki	pacific	24.33	124.15	Japan	1969	2016	2.309053409	1969	2016	1.479166667	0.497102006	-0.119990272	-0.369884034	0.12990349	0.120514375	0.079517752	0.161510998	0.016256036	0.000437522	-0.002137945
370a	145	Manila	pacific	14.6	120.98	Philippines	1984	2015	12.95254069	1984	2015	1.625	0.489265876	-0.093189037	-0.395667688	0.209289613	0.081559038	0.048473335	0.114644741	0.023817341	0.00028496	-0.002074143
371a	522	Legaspi	pacific	13.25	123.83	Philippines	1984	2015	7.701538462	1984	2015	2.03125	0.373437977	0.048859948	-0.171669861	0.269389757	0.041081196	0.027628874	0.054533517	0.012660137	4.71E-05	-0.000486839
375a	460	Hachinohe	pacific	40.53	141.53	Japan	1980	2011	4.066532258	1980	2011	2.375	0.321013562	-0.000722327	-0.246661461	0.245216807	0.058015046	0.038710418	0.077319674	0.015745596	9.70E-05	-0.000912362
376a	727	Xiamen	pacific	24.45	118.07	China	1954	1997	1.382381959	1954	1997	1.704545455	0.998788293	-0.106884005	-0.289444157	0.075676146	0.17577406	0.124846159	0.226701962	0.008675925	0.000675173	-0.00174862
394a	689	Salina Cruz	pacific	16.25	-95.23	Mexico	1952	1983	0.030859831	1952	1983	1.46875	0.383475075	0.025350849	-0.332334772	0.383036471	0.053284553	0.02891354	0.077655565	0.033304796	0.000154615	-0.001743364
395a	737	Manzanillo-A	pacific	19.08	-104.45	Mexico	1953	1982	2.598064892	1953	1982	1.400063886	0.35234493	-0.18164045	-0.489639261	0.126358361	0.081534066	0.046643354	0.116424778	0.024694594	0.000316901	-0.002301237
397a	693	Guaymas	pacific	27.93	-110.9	Mexico	1953	1986	4.805399719	1953	1986	1.470647447	0.359376765	-0.117180371	-0.35651104	0.122150299	0.068689665	0.043651602	0.093727727	0.014910786	0.000163194	-0.001165717
398a	1065	Marsden Point	pacific	-35.83	174.5	New Zealand	1975	2016	2.739126199	1975	2016	1.714229842	0.435408382	0.518841288	0.132971877	0.904710699	0.047525507	0.026944529	0.068106484	0.038760067	0.000110265	-0.001320522
540a	167	Prince Rupert	pacific	54.32	-130.38	Canada	1924	2016	1.183734204	1924	2016	1.999955842	1.163751779	-0.227639965	-0.37044896	-0.084830969	0.18443415	0.147561013	0.221307288	0.005309027	0.000353935	-0.001153473
542a	165	Tofino	pacific	49.18	-126.03	Canada	1930	2016	-1.241816529	1930	2016	1.712630204	0.734117404	-0.244252635	-0.38536873	-0.103136539	0.187661287	0.148230033	0.22709254	0.005183904	0.000404748	-0.001205312
551a	10	"San Francisco,CA"	pacific	37.87	-122.6	USA	1897	2016	1.920217918	1897	2016	1.691705264	0.431656589	-0.007910369	-0.154547368	0.13872663	0.089994907	0.071907239	0.108082575	0.005597459	8.52E-05	-0.000507042
554a	256	"La Jolla,CA"	pacific	32.87	-117.32	USA	1924	2016	2.170935615	1924	2016	1.892431334	0.516714389	-0.196704506	-0.343866099	-0.049542913	0.064431706	0.051138401	0.07772501	0.005637581	4.60E-05	-0.00042086
555a	1352	"Monterey,CA"	pacific	36.65	-121.93	USA	1973	2016	1.372093023	1973	2016	1.636363636	0.476270514	-0.074007838	-0.294708652	0.146692976	0.077103047	0.05252033	0.101685764	0.012679779	0.000157313	-0.001050448
556a	378	"Crescent City,CA"	pacific	41.85	-124.18	USA	1933	2016	-0.817156331	1933	2016	1.571428571	0.600468231	-0.158561872	-0.274932494	-0.042191249	0.140237241	0.111531175	0.168943307	0.003525255	0.000214512	-0.000636123
557a	1640	"Port Orford, OR"	pacific	42.8	-124.62	USA	1978	2016	0.165840719	1978	2016	1.615356265	0.625646731	-0.057274122	-0.269852417	0.155304172	0.103815523	0.070030818	0.137600228	0.011763638	0.000297128	-0.001309899
558a	385	"Neah Bay,WA"	pacific	48.38	-124.62	USA	1934	2016	-1.664399034	1934	2016	1.674684985	0.755439956	-0.307294339	-0.468254432	-0.146334246	0.187043258	0.14483201	0.229254506	0.006744352	0.000463831	-0.001548036
559a	426	"Sitka,AK"	pacific	57.07	-135.42	USA	1938	2016	-2.319932684	1938	2016	1.962008317	0.824113658	-0.157266017	-0.305618175	-0.008913859	0.161095648	0.126481488	0.195709807	0.005729168	0.000311897	-0.001060609
560c	266	"Seward-C,AK"	pacific	60.15	-149.52	USA	1967	2016	-2.615028264	1967	2016	1.819950172	0.922021465	-0.124687391	-0.346916833	0.097542051	0.148834711	0.103955933	0.193713488	0.012856034	0.000524307	-0.002091749
561a	1070	"Seldovia,AK"	pacific	59.5	-151.75	USA	1975	2016	-9.707593308	1975	2016	2.071361059	1.409602846	-0.066892824	-0.256480763	0.122695114	0.146105974	0.104812359	0.187399589	0.009356754	0.000443884	-0.001471733
562a	1353	"Valdez,AK"	pacific	61.2	-146.47	USA	1973	2016	-6.871740161	1973	2016	1.863636364	0.945776656	-0.185795843	-0.415826218	0.044234533	0.154827261	0.106331384	0.203323138	0.013774448	0.000612228	-0.002417989
564a	1354	"Willapa Bay, WA"	pacific	46.78	-124.1	USA	1972	2014	0.77196513	1972	2014	1.883690946	0.860443114	-0.084372406	-0.311787292	0.14304248	0.198466836	0.136086733	0.260846939	0.013462992	0.001012969	-0.002861073
565a	508	"Port San Luis, CA"	pacific	35.27	-120.85	USA	1948	2016	0.82571315	1948	2016	1.724586359	0.485724134	-0.129380771	-0.28642237	0.027660828	0.0849868	0.06481186	0.105161741	0.006419974	0.000105957	-0.000625878
567a	245	"Los Angeles,CA"	pacific	33.75	-118.32	USA	1923	2016	0.964906663	1923	2016	1.914865731	0.51403896	-0.208376981	-0.328375376	-0.088378586	0.064881545	0.052783525	0.076979566	0.003748476	3.81E-05	-0.000302686
569a	158	"San Diego,CA"	pacific	32.83	-117.23	USA	1906	2016	2.137507172	1906	2016	1.963951854	0.536629383	-0.103323975	-0.224707931	0.018059981	0.056364878	0.046266097	0.06646366	0.003835539	2.65E-05	-0.000239942
570a	445	"Yakutat,AK"	pacific	59.68	-139.75	USA	1961	2016	-10.37491945	1961	2016	1.839285714	0.897906287	-0.379782848	-0.565691105	-0.19387459	0.207735074	0.154175483	0.261294665	0.008997072	0.000746755	-0.002344345
571a	225	"Ketchikan,AK"	pacific	55.33	-131.7	USA	1937	2016	-0.303787417	1937	2016	1.9625	1.135320664	-0.235247073	-0.391535144	-0.078959001	0.184702307	0.144433681	0.224970932	0.006358512	0.000422121	-0.001386063
572a	265	"Astoria,OR"	pacific	46.28	-123.77	USA	1925	2016	-0.194968927	1925	2016	1.695652174	0.681276581	-0.253349326	-0.42329215	-0.083406501	0.163490356	0.126238745	0.200741967	0.007518124	0.000361238	-0.001427403
573a	2125	"Arena Cove, CA"	pacific	39.03	-123.78	USA	1985	2016	0.370763074	1985	2016	1.53125	0.514807676	-0.422969675	-0.783663896	-0.062275454	0.16983938	0.094948292	0.244730469	0.033867426	0.001460038	-0.006598319
574a	1634	"Sand Point,AK"	pacific	55.37	-160.52	USA	1973	2016	1.62899361	1973	2016	1.545454545	0.783151116	-0.224060134	-0.404478908	-0.043641361	0.158640798	0.11206669	0.205214907	0.008473587	0.000564668	-0.001749981
575a	1269	"Charleston,OR"	pacific	43.45	-124.37	USA	1970	2016	0.954646117	1970	2016	1.468063727	0.657981329	-0.236464775	-0.422654883	-0.050274667	0.143292091	0.100978402	0.18560578	0.009024373	0.000466086	-0.001668089
576a	1639	"Humboldt Bay, CA"	pacific	40.77	-124.22	USA	1977	2016	4.367995229	1977	2016	1.45	0.554747702	-0.08301405	-0.353616106	0.187588006	0.109836744	0.068897206	0.150776281	0.019061892	0.000436304	-0.002237333
578a	377	"Santa Monica, CA"	pacific	34.08	-118.5	USA	1973	2016	1.661247294	1973	2016	1.931818182	0.525730678	-0.033966312	-0.225545157	0.157612533	0.064245251	0.045879351	0.082611151	0.009554301	8.78E-05	-0.000638175
583b	566	"Cordova-B,Alaska"	pacific	60.63	-145.78	USA	1964	2016	3.638537972	1964	2016	1.886719355	0.981288408	-0.087525408	-0.325371564	0.150320748	0.14261927	0.098756228	0.186482312	0.014726383	0.000500843	-0.002212401
592a	1196	"South Beach,OR"	pacific	44.7	-124.13	USA	1967	2016	2.224777911	1967	2016	1.739952363	0.714592812	-0.170396943	-0.353358296	0.012564411	0.147522445	0.106766184	0.188278706	0.0087141	0.000432407	-0.001525126
684a	472	Puerto Montt	pacific	-41.5	-73.07	Chile	1980	2016	-3.7467851	1980	2016	2.351220866	1.332072385	-0.238942562	-0.393659681	-0.084225442	0.118075158	0.087844725	0.14830559	0.006231327	0.000237899	-0.000982786
700a	913	Faraday	atlantic	-65.25	-64.27	United Kingdom	1978	2013	3.053389722	1978	2013	2.055555556	0.530315261	0.14675861	-0.22567647	0.519193691	0.071876333	0.040603052	0.103149614	0.036108129	0.000254595	-0.002430577
701a	836	Port Nolloth	atlantic	-29.25	16.87	South Africa	1958	1997	1.874275319	1958	1997	2.025	0.468497703	-0.341987321	-0.495588738	-0.188385904	0.090238651	0.067126044	0.113351257	0.00614178	0.00013906	-0.000807937
702a	911	Luderitz	atlantic	-26.65	15.15	South Africa	1958	1995	1.185971982	1958	1995	1.815854889	0.405720344	-0.292761242	-0.463955766	-0.121566717	0.073111225	0.052411054	0.093811395	0.00762928	0.000111545	-0.00077832
740a	332	"Eastport,ME"	atlantic	44.93	-67	USA	1929	2016	2.120338422	1929	2016	2.318181818	0.970781632	-0.01499197	-0.150263011	0.120279071	0.099074993	0.079991187	0.118158798	0.004763361	9.48E-05	-0.000478964
741a	235	"Boston,MA"	atlantic	42.4	-71.07	USA	1921	2016	2.806539312	1921	2016	2.4375	0.639117257	0.058067819	-0.085144291	0.201279929	0.115097329	0.093001171	0.137193487	0.005339042	0.000127098	-0.000584167
742a	367	"Woods Hole,MA"	atlantic	41.58	-70.72	USA	1957	2016	2.818328524	1957	2016	2.816666667	0.414087737	0.010309619	-0.138475589	0.159094827	0.148289049	0.116883273	0.179694824	0.005762664	0.000256757	-0.000845304
743a	1111	"Nantucket,MA"	atlantic	41.3	-70.22	USA	1965	2016	3.623280762	1965	2016	2.596153846	0.40423876	0.35096226	0.155240149	0.546684371	0.09158064	0.068554721	0.114606559	0.009972031	0.000138019	-0.000591305
744a	429	"New London,CT"	atlantic	41.4	-72.12	USA	1938	2016	2.544789869	1938	2016	2.898709063	0.419949436	0.099272016	-0.038601916	0.237145948	0.155228083	0.125934997	0.18452117	0.004948438	0.000223375	-0.000694095
745a	12	"New York,NY"	atlantic	40.7	-74.15	USA	1920	2016	3.203511951	1920	2016	2.61850127	0.510526368	0.1763254	0.043208513	0.309442286	0.129036014	0.105822336	0.152249691	0.004612858	0.000140279	-0.00048978
746a	1153	"Cape May,NJ"	atlantic	38.98	-75.05	USA	1965	2016	4.804993417	1965	2016	2.5	0.485845512	-0.076835038	-0.280725049	0.127054972	0.142197817	0.104328502	0.180067132	0.010821706	0.000373318	-0.001616156
747a	224	"Lewes,DE"	atlantic	38.92	-75.15	USA	1957	2016	3.705473776	1957	2016	2.566666667	0.538286589	0.161448115	-0.047727049	0.37062328	0.124356513	0.091921959	0.156791066	0.011390009	0.000273854	-0.001264789
749a	1635	Chesapeake BBT	atlantic	36.97	-76.23	USA	1975	2016	5.830402723	1975	2016	2.285639789	0.541184753	-0.030777659	-0.248684422	0.187129105	0.17302508	0.121859943	0.224190217	0.012360762	0.000681478	-0.0021923
750a	396	"Wilmington,NC"	atlantic	34.32	-77.98	USA	1935	2016	2.236161087	1935	2016	1.86582251	0.314651751	0.240804304	0.048308683	0.433299926	0.065781624	0.049582935	0.081980313	0.009645962	6.83E-05	-0.000505754
752a	395	"Fort Pulaski,GA"	atlantic	32.03	-80.92	USA	1935	2016	3.194057184	1935	2016	2.134110714	0.515953424	0.140292476	-0.000828375	0.281413326	0.070395318	0.056073831	0.084716804	0.005184253	5.34E-05	-0.000300428
753a	316	"Mayport,FL"	atlantic	30.5	-81.57	USA	1928	2000	2.441652196	1928	2000	1.862961296	0.414978525	0.04229893	-0.124599874	0.209197734	0.061864838	0.047229143	0.076500533	0.007251206	5.58E-05	-0.000428217
757a	1107	"Naples,FL"	atlantic	26.25	-81.87	USA	1965	2016	2.691624691	1965	2016	2.365384615	0.326030521	0.218054863	-0.011755189	0.447864916	0.078673452	0.056077103	0.1012698	0.013748074	0.000132917	-0.000911331
759a	520	"St. Petersburg, FL"	atlantic	27.85	-82.72	USA	1946	2016	2.689291892	1946	2016	2.67603054	0.328676599	0.2591243	0.069255066	0.448993533	0.087416501	0.066938504	0.107894497	0.00938454	0.000109164	-0.000670023
760a	1193	"Apalachicola,FL"	atlantic	29.82	-85.12	USA	1976	2016	2.5728223	1976	2016	2.390124199	0.38481166	0.532334703	0.192687101	0.871982305	0.102197766	0.063498037	0.140897494	0.030030387	0.00038987	-0.00221789
762a	246	"Pensacola,FL"	atlantic	30.43	-87.33	USA	1923	2016	2.345986393	1923	2016	2.351029592	0.329414405	0.452543797	0.261979458	0.643108136	0.070656963	0.054842696	0.08647123	0.009453379	6.51E-05	-0.000457565
765a	526	"Grand Isle,LA"	atlantic	29.38	-90.02	USA	1980	2016	7.551683262	1980	2016	2.026914539	0.342284532	0.532316711	0.190129673	0.874503749	0.086062206	0.052320636	0.119803776	0.03048112	0.00029637	-0.00168674
766a	920	"Sabine Pass N,TX"	atlantic	29.85	-93.9	USA	1985	2016	6.107355517	1985	2016	1.9375	0.426693744	0.369390643	0.087079159	0.651702128	0.085203914	0.054123146	0.116284681	0.020747268	0.000251471	-0.001071481
767a	161	"Galveston,P.Pier"	atlantic	29.32	-94.85	USA	1957	2011	6.054086633	1957	2011	2.090987157	0.503094733	0.386760213	0.142346405	0.63117402	0.10997473	0.077329853	0.142619607	0.015550891	0.000277418	-0.001197062
769a	538	"Rockport, TX"	atlantic	28.07	-97.17	USA	1944	2016	5.397719232	1944	2016	1.301333258	0.327244443	0.265942953	0.017373542	0.514512364	0.079501981	0.054450791	0.10455317	0.01608419	0.000163366	-0.000996567
770a	1903	"Corpus Cristi,TX"	atlantic	27.7	-97.22	USA	1983	2016	4.389919355	1983	2016	1.735224253	0.410395441	0.144846611	-0.181650493	0.471343716	0.124187582	0.072940395	0.175434769	0.027749968	0.000683666	-0.003096627
772a	497	"Port Isabel,TX"	atlantic	26.15	-97.35	USA	1977	2016	5.436081486	1977	2016	1.525	0.322964965	0.378445389	-0.015321774	0.772212553	0.066240799	0.035972677	0.096508921	0.040362942	0.000238493	-0.002106
775a	161	"Galveston,Pier 21"	atlantic	29.4	-94.88	USA	1904	2016	6.443050655	1904	2016	2.088457625	0.407226718	0.235236045	0.096118518	0.374353571	0.126974367	0.103314789	0.150633945	0.005038108	0.00014572	-0.000483299
803a	1241	Rorvik	atlantic	64.87	11.25	Norway	1969	2014	-0.73896291	1969	2014	2.195717517	0.707654787	0.10718356	-0.096470377	0.310837497	0.125192592	0.089994509	0.160390675	0.01079666	0.000322509	-0.001204362
804a	302	Tregde	atlantic	58	7.57	Norway	1927	2008	-0.427982221	1927	2008	2.365814163	0.469835891	-0.011370353	-0.170577131	0.147836425	0.095605627	0.075298296	0.115912958	0.006598222	0.000107352	-0.000636183
805a	524	Vardo	atlantic	70.33	31.1	Norway	1979	2014	-1.348291647	1979	2014	2	0.685129045	-0.137216545	-0.29965976	0.02522667	0.14195607	0.102129075	0.181783064	0.006869213	0.000412913	-0.001208474
819a	1236	Goteborg-Torsh.	atlantic	57.7	11.85	Sweden	1967	2014	0.377081406	1967	2014	2.208333333	0.65507261	-0.080166189	-0.281135752	0.120803374	0.170556329	0.123419852	0.217692805	0.010513913	0.000578386	-0.001911686
822a	1	Brest	atlantic	48.38	-4.6	France	1846	2016	1.243834087	1846	2016	2.00587204	1.33782365	-0.31511356	-0.413282144	-0.216944975	0.185850688	0.159750125	0.21195125	0.002508701	0.000177339	-0.000583252
823a	1421	Ny-Alesund	atlantic	78.93	11.95	Norway	1976	2014	-4.792313879	1976	2014	2.153808354	0.429238968	-0.212717208	-0.377977835	-0.047456582	0.100501693	0.073734975	0.127268411	0.007109558	0.000186507	-0.000914943
824a	61	Marseille	atlantic	43.38	5.38	France	1885	1988	1.277568666	1885	1988	2.028899566	0.356314924	-0.136444804	-0.267841728	-0.00504788	0.132865073	0.107965945	0.157764202	0.004494426	0.000161388	-0.000671256
825a	7	Cuxhaven	atlantic	53.87	8.72	Germany	1917	2016	1.972133581	1917	2016	2.64	1.284201188	0.273927455	0.158644002	0.389210908	0.359471427	0.30067961	0.418263244	0.003459695	0.000899783	-0.000768509
826a	78	Stockholm	atlantic	59.4	18.22	Sweden	1889	2014	-3.793393088	1889	2014	1.166704694	0.509333281	-0.049814214	-0.199161291	0.099532863	0.10867644	0.084780646	0.132572234	0.005806271	0.000148644	-0.000665846
830a	484	La Coruna	atlantic	43.37	-8.4	Spain	1943	2013	1.759587605	1943	2013	2.014065091	0.820936252	-0.247769	-0.377385812	-0.118152188	0.116534498	0.092653679	0.140415318	0.004373473	0.000148458	-0.000661591
834a	916	Malin Head	atlantic	55.37	-7.33	Ireland	1958	2001	-1.261808	1958	2001	2.204545455	0.911843424	-0.083026454	-0.245563739	0.07951083	0.132501978	0.098532388	0.166471568	0.006877171	0.000300389	-0.00101511
837a	120	Gedser	atlantic	54.57	11.93	Denmark	1891	2012	1.193236286	1891	2012	2.385272666	0.656191074	-0.034270682	-0.113567056	0.045025691	0.211126632	0.181666242	0.240587023	0.001636856	0.000225934	-0.000369586
838a	119	Hornbaek	atlantic	56.1	12.47	Denmark	1891	2012	0.420461578	1891	2012	2.442650359	0.70455171	-0.166209485	-0.263033293	-0.069385677	0.219420956	0.186944404	0.251897509	0.00244044	0.000274564	-0.000637512
